Tiempo,Solución
0.478768,3705
0.499453,3681
0.570496,3741
0.574138,3783
0.564954,3748
3.33088,3998
3.36082,3880
3.34088,3781
3.48462,3883
3.46397,3808
3.49499,3830
3.57039,3847
3.7057,3769
3.55587,3759
11.5626,4107
11.5757,3830
11.562,3775
11.6281,4048
11.6346,3843
11.6534,3863
11.7808,3946
11.9837,3854
11.944,3825
0.35416,3761
0.363538,3725
0.352248,3741
0.468353,3687
0.467417,3769
0.465113,3719
0.560563,3743
0.56845,3701
0.564018,3773
3.32674,4020
3.36097,3881
3.33434,3796
3.44376,3879
3.43939,3782
3.43843,3771
3.52921,3802
3.5347,3756
3.53508,3777
11.5883,4113
11.5732,3863
11.5616,3824
11.68,4002
11.6805,3869
11.7055,3815
11.7835,3951
11.7729,3789
11.8029,3786
0.352066,3850
0.352241,3722
0.351391,3755
0.463652,3737
0.46399,3673
0.463653,3686
0.560065,3674
0.560614,3711
0.560375,3692
3.33041,4025
3.32791,3865
3.32914,3745
3.4305,3850
3.4374,3805
3.44483,3774
3.52699,3840
3.53234,3747
3.52865,3739
11.5833,4093
11.5724,3869
11.5641,3758
11.6584,4011
11.6695,3825
11.7053,3821
11.7744,3972
11.7822,3824
11.8097,3766
