Tiempo,Solución
8.75285,3887
9.76619,3773
0.600676,3947
0.549115,3724
0.612234,3763
2.08364,4057
2.08623,3855
1.85729,3796
5.92798,4074
5.58001,3830
6.98614,3753
0.97969,3926
0.851292,3797
1.15759,3695
2.58781,4115
3.13058,3878
2.78841,3776
8.09211,4116
8.24055,3861
7.66014,3794
1.0071,3971
0.985836,3802
1.13689,3776
3.16805,4098
3.41467,3874
3.44482,3769
9.36481,4092
10.3096,3932
8.22158,3794
0.630943,3854
0.682842,3766
0.603577,3662
1.94309,4099
1.92258,3832
2.50689,3748
5.47414,4036
5.8112,3868
6.35095,3769
1.24439,4025
1.14416,3847
1.12916,3720
3.40071,4038
2.97255,3838
3.51845,3749
8.27145,4164
8.2415,3835
8.92123,3773
1.06511,4029
1.1199,3781
1.01887,3730
3.00207,4084
3.46701,3860
3.19734,3719
10.0373,4143
10.2576,3868
9.47737,3776
0.745997,3901
0.690841,3783
0.600026,3739
2.21391,3996
2.16152,3859
1.91575,3757
5.45029,4137
6.82997,3918
8.23739,3783
1.22623,3927
0.982627,3798
1.12432,3739
3.22334,4045
3.10101,3834
3.03135,3791
8.43765,4155
8.33172,3828
7.72368,3777
1.07694,3988
1.09335,3800
1.16375,3786
3.47679,4080
3.7365,3850
3.29152,3757
9.73088,4140
8.72696,3875
9.24898,3778
0.713978,3977
0.590203,3711
0.556846,3712
2.05826,4055
1.92129,3830
1.92893,3715
5.62944,4117
5.37445,3882
5.25895,3787
0.885555,3906
0.891413,3843
0.856358,3817
2.61053,4110
2.2294,3778
2.37139,3732
6.51125,4066
6.9682,3881
6.88958,3772
1.00376,3897
1.05253,3776
0.942706,3716
3.07056,4049
2.82184,3813
2.69248,3718
8.89615,4117
8.4327,3862
8.98369,3812
0.592098,3885
0.581197,3790
0.603814,3750
1.88203,4015
1.84355,3845
1.76382,3835
5.21781,4097
5.39362,3830
4.12114,3827
0.794278,3918
0.740926,3697
0.899249,3759
2.4896,4025
2.55703,3856
2.28064,3767
6.35544,4190
6.93092,3859
6.15397,3816
0.933833,3917
1.05134,3864
0.964016,3693
2.71683,4038
2.8793,3835
3.10008,3729
8.04176,4191
7.73757,3845
7.48007,3808
0.634193,3963
0.576496,3790
0.620993,3722
1.62542,3952
1.85341,3817
1.75512,3776
4.84633,4119
4.56508,3807
4.77888,3788
0.74368,3929
0.787453,3729
0.807393,3743
2.12781,4026
2.69668,3810
2.4177,3746
6.73671,4158
7.01629,3880
6.71583,3776
0.977047,3918
0.959265,3757
1.04586,3733
3.02607,4108
2.82251,3831
3.14832,3770
9.22908,4155
8.09332,3881
8.03943,3789
0.59372,3931
0.68655,3757
0.595823,3712
1.86118,4019
1.51531,3796
1.72026,3734
4.65195,4098
4.56112,3873
5.42118,3783
0.853868,3887
0.751336,3756
0.744848,3690
2.53083,4069
2.18634,3833
2.60114,3820
6.66984,4073
6.59724,3875
6.23388,3796
0.961346,3861
1.02698,3812
0.999557,3721
2.96985,4115
2.85168,3823
2.99403,3745
7.72472,4144
8.96157,3933
7.80387,3828
