Tiempo,Solución
3.52298,17225.8
4.04172,16818.4
5.09043,16476.7
20.2942,17657.2
18.7564,16831.3
20.239,16656.3
60.9749,17895.2
61.9365,16822.7
56.5403,16726.9
8.32085,17208.2
9.95561,16718.2
8.37839,16557.3
24.4133,17867.6
28.7504,16759.7
26.3668,16740.3
81.8847,17837.6
83.5357,17103.9
78.8938,16771.5
10.0859,17294.8
11.2434,16652.7
12.4002,16503.8
30.7558,17850
36.2063,16760.2
34.1511,16557.5
93.455,18074.7
102.97,17225.4
91.9689,16831.3
