Tiempo,Solución
8.66891,17121.3
22.1923,17494.7
66.0202,17521.2
9.35751,17228.9
23.1612,17482.6
68.6669,17636
9.55907,17071.8
24.2808,17200.4
72.4442,17514.7
99.8647,17498.9
254.564,17794.2
728.7,17902.9
98.1105,17475.4
243.13,17740.9
689.637,17809.5
94.7323,17449.3
242.564,17745
692.983,17941.7
354.749,17713.5
950.403,17908.9
2958.22,18172.5
394.435,17819.9
1031.4,17746.7
3056.52,18063.2
359.07,17885.6
959.866,18076.5
2854.18,17923.8
