Tiempo,Solución
3.12215,17322.2
5.45514,16592.4
7.633,16406.5
24.0036,17456.3
20.3962,17108.4
18.9144,16773.7
65.2823,17745.7
62.3433,17139.2
49.9106,16653.6
10.3252,17207.2
8.95636,16814
9.32436,16541.9
30.7732,17766.7
30.5397,16939.8
27.0228,16516.9
79.6461,17892.5
75.4973,17099
76.4211,16814.2
9.79543,17217.2
11.8734,16810.5
12.0286,16643.6
38.4114,17521.7
34.7874,16948
34.0477,16643.6
102.768,17956.6
97.1137,17095.6
100.94,16628.7
